"Age","dx","qx"
0,491.829223632812,0.00491829216480255
1,30.8817100524902,0.000310343457385898
2,19.8159275054932,0.000199200527276844
3,16.0471439361572,0.000161346775712445
4,12.2363700866699,0.000123051024274901
5,11.3963170767437,0.000114617411879734
6,10.1763776245878,0.000102359751508524
7,9.35849705351246,0.0000941427090235825
8,8.8392084812717,0.0000889272640440003
9,8.63002576748941,0.0000868305198415822
10,8.83990090960697,0.0000889499184092283
11,9.73706090035809,0.0000979861813221942
12,11.5740206062579,0.000116483391143424
13,14.5038373118324,0.000145986771928761
14,18.3202392274772,0.000184427408831753
15,22.735401383293,0.00022891669923298
16,27.3332215505044,0.000275274146288757
17,32.0459256725069,0.000322825172170934
18,36.7013028360495,0.00036984240186926
19,41.3348016869982,0.000416689203189772
20,46.1697326754034,0.000465623999367966
21,51.2689861725012,0.000517292072151387
22,56.2255767474408,0.000567597721284656
23,60.8600170291803,0.000614732739142738
24,65.2287385006165,0.000659267079957239
25,69.377957696753,0.000701667835599787
26,73.7145701368033,0.000746053135430362
27,78.4140098401932,0.000794210866642821
28,83.7213396833954,0.000848643242508563
29,89.5942862443099,0.000908949790760501
30,95.6406952650508,0.000971178857719183
31,101.977435709555,0.00103653891683972
32,108.364367767582,0.00110260935861862
33,114.666619468293,0.00116803194898194
34,120.983718069473,0.00123383157615483
35,127.406842986925,0.00130095326526976
36,134.790161645728,0.00137815703046364
37,142.129042672143,0.00145522041512498
38,149.354776792182,0.00153145568132082
39,156.878215879465,0.00161109393745624
40,164.691565053324,0.00169409373695238
41,174.567537245631,0.00179877654994334
42,185.6577748431,0.00191655254033108
43,197.955559814241,0.00204748706621905
44,211.516079209675,0.00219230296529868
45,225.447211388777,0.00234190781750313
46,242.438154881402,0.00252444670346093
47,260.666603525738,0.00272127300116397
48,280.10867498834,0.00293239423138217
49,301.22633335517,0.00316294594046617
50,322.549645529398,0.00339782502457736
51,347.581261719403,0.00367431729321277
52,376.546376782689,0.00399556536495215
53,409.531830413235,0.00436345489683737
54,445.128903024243,0.00476404928262077
55,479.749002325114,0.00515978239220826
56,515.437497956143,0.00557315802247338
57,554.266947682502,0.00602750838606532
58,597.576803085113,0.00653897949528229
59,644.691797802621,0.00710224177893585
60,695.192709117739,0.00771487061030758
61,746.232962833047,0.00834746410866639
62,794.99073006811,0.00896981621608467
63,840.38855936171,0.00957024721530131
64,885.255443858628,0.010181312947376
65,933.154113184516,0.0108456643059892
66,989.398197123046,0.0116287796020124
67,1054.46898444015,0.012543251406952
68,1132.19531967341,0.0136434316031733
69,1217.23886477392,0.0148765049336779
70,1316.1738884012,0.0163349914092099
71,1416.64358001586,0.0178803916057807
72,1525.74390480467,0.0196158408699948
73,1620.76604004953,0.0212637432903563
74,1789.12030652736,0.0239938538218956
75,1920.99197730725,0.0264099393672882
76,2083.70545117134,0.0294376978710049
77,2230.25458303434,0.0324806120791457
78,2420.91715305699,0.0364619365199078
79,2590.5458919531,0.0405194716657586
80,2782.44292060392,0.0453917338256715
81,2952.68283070785,0.050488677007501
82,3131.11268610479,0.0564231511961316
83,3316.83522287218,0.0633901781459683
84,3500.21305464197,0.0714812862121469
85,3670.37121394248,0.0808025438025599
86,3726.48849990813,0.0893125441108219
87,3837.9700813816,0.101085034325417
88,3890.68449956586,0.114099767178329
89,3874.91965495668,0.128406123715834
90,3796.9474279095,0.144529730760715
91,3627.74461901068,0.161543603147017
92,3383.72371250558,0.179866344486553
93,3074.04670823716,0.199441810385888
94,2713.72996330503,0.220178078307078
95,2327.5659260372,0.242479231275696
96,1926.68554943752,0.265165681311637
97,1539.20698894452,0.288525622743336
98,1184.3446251233,0.312336272989635
99,876.124471091392,0.336356772356155
100,1722.48513891429,0.99764353
